#NAME?	＃名前？
(1) (Japanese) maple	(1) (モミジ)
seem	どうやら
seemingly	どうやら
segment	セグメント
seize	つかむ
seldom	めったにない
select	選択する
selection	選択
selection; choice	選択;選択
selective	選択的
self	自分自身
self-declaration	自己申告
self-defense	自己防衛
self-government	自治
self-government; autonomy	自治;自律性
self-introduction	自己紹介
self-study	独学
selfish	利己的な
selfishness; egoism; wilfulness; disobedience; whim	利己主義。エゴイズム。故意。不服従。気まぐれ
sell	売る
seminar	セミナー
senator	上院議員
send	送信する
senior	先輩
senior (at work)	先輩（職場）
senior members of a group	グループの先輩メンバー
sensation	感覚
sense	感覚
sense of touch; feeling; sensation	触覚。フィーリング;感覚
sense; sensation	感覚。感覚
sensible	賢明な
sensitive	敏感な
sensitivity	感度
sensitivity; severity (quake)	感受性;重大度（地震）
sentence	文
sentence / text	文章・テキスト
sentence in English	英語の文
sentence; text	文;テキスト
sentiment	感情
separate	別々の
separately; individually	別に;個別に
separation	分離
sequel; continuation	続編。続き
sequence	シーケンス
serial	シリアル
serial; consecutive; continuity; continuing	シリアル;連続した;連続;継続中
series	シリーズ
serious	深刻な
serious / diligent	真面目/勤勉
serious / grave	深刻な/重大な
serious; important; grave; weighty	深刻な;重要;墓;重い
serious; sober; diligent	深刻な;地味な;勤勉な
seriously	真剣に
seriously ill; serious condition; critical state	重病。重篤状態;臨界状態
seriousness; earnestness	真剣さ。真剣さ
servant	使用人
serve	奉仕する
server	サーバー
service	サービス
service; duty; work	サービス。義務;仕事
session	セッション
set	セット
set up	セットアップする
set-up	セットアップ
setting	設定
settle	解決する
settlement	決済
settlement; conclusion; regulation; rule	決済。結論;規制;ルール
settlement; solution; resolution	決済。解決;解像度
settler	入植者
seven	7
seven (counter)	セブン（カウンター）
seven (things)	7つ（物）
seven days	7日間
seven days; the seventh day	7日間。 7日目
seven hundred	七百
seven minutes	7分
seven o'clock	7時
seventeen	17
seventh	7番目
seventy	70
several	いくつかの
severe	厳しい
severely	ひどく
sewing	縫製
sex	セックス
sex; gender	性別。性別
sexual	性的な
sexual offender; lascivious man	性犯罪者。好色な男
sexuality	セクシュアリティ
sexy	セクシーな
shabby; seedy	みすぼらしい;怪しい
shade	日陰
shade; shadow; other side	日陰;影;向こう側
shadow	影
shake	振る
shall	するだろう
shallow	浅い
shallow; superficial	浅い;表面的な
shame	恥
shame; very kind of you; sorry to trouble	恥ずべきこと。とても親切です。ごめんなさい
shameful; indecent	恥ずかしい;卑劣な
shampoo	シャンプー
shape	形
shape; form; posture; suitability	形状;形状;姿勢;適合性
shaped	形をした
share	シェアする
share; stock; stump (of tree)	共有する。ストック; （木の）切り株
shareholder	株主
sharing with; participate in	と共有する。に参加する
shark	サメ
sharp	鋭い
sharply	鋭く
shatter	砕け散る
she	彼女
she; girlfriend	彼女。ガールフレンド
shed	小屋
sheep	羊
sheer	薄手の
sheet	シート
shelf	棚
shell	シェル
shell; husk; hull; chaff	シェル。殻;船体。もみがら
shell; shellfish	シェル。貝類
shelter	シェルター
shelves	棚
shift	シフト
shine	輝く
shiny	光沢のある
ship	船
ship / boat	船/ボート
ship; boat	船。ボート
ship; boat; watercraft; shipping; vessel; steamship	船。ボート;水上バイク。配送;容器;蒸気船
shipbuilding	造船
shipping	送料
shipping; marine transportation	配送;海上輸送
shirt	シャツ
shock	ショック
shocked	ショックを受けた
shocking	衝撃的な
shoe	靴
shoe store	靴屋
shoes	靴
shoot	撃つ
shooting	射撃
shop	ショップ
shop / store	店/店
shop assistant	店員
shop clerk	店員
shop staff / waiter	ショップスタッフ/ウェイター
shop which handles Western-style apparel and accessories	洋装のアパレルやアクセサリーを扱うお店
shop; business firm	ショップ;商社
shop; stand	ショップ;立つ
shop; store	ショップ;店
shopkeeper	店主
shopping	ショッピング
shopping basket	買い物かご
shopping street	商店街
shore	海岸
short	短い
short (e.g. story; film)	短いもの（例：物語、映画）
short (length)	短い（長さ）
short (stature)	背が低い（身長が）
short term	短期
short-term	短期的な
short; low	短い;低い
shortage	不足
shortly	間もなく
shorts	ショートパンツ
shortsightedness	近視
shot	ショット
should	すべきです
shoulder	肩
shout	叫ぶ
shout; scream; outcry	叫ぶ。悲鳴;抗議
show	ショー
show up	現れる
show; exhibition	ショー;展示会
shower	シャワー
showy; loud; gay; flashy; gaudy	派手な;うるさい;ゲイ;派手;派手な
shrimp	エビ
shrine	神社
shrink	縮める
shrug	肩をすくめる
shut	閉める
shuttlecock	羽根
shy	恥ずかしがり屋
shy person	内気な人
sibling	兄弟
siblings	兄弟
siblings / brothers	兄弟/兄弟
sick	病気
side	側面
side / beside	横/横
side dish; accompaniment for rice dishes	おかず;ご飯のお供
side line; second business	サイドライン。副業
side; edge; third person	側面;角;第三者
sigh	ため息をつく
sight	視力
sightseeing	観光
sign	サイン
sign of life	生命の兆し
sign; mark	サイン;マーク
sign; mark; symbol	サイン;マーク;シンボル
sign; signal	サイン;信号
sign; signboard; doorplate; poster	サイン;看板;表札;ポスター
signal	信号
signature	署名
signature; register	署名。登録する
significance	重要性
significant	重要な
significantly	かなり
silence	沈黙
silent	沈黙
silk	シルク
silly	愚かな
silver	銀色
similar	似たような
similarity	類似性
similarly	同様に
simple	シンプルな
simplicity	シンプルさ
simplicity; easiness; quasi-	シンプルさ。簡単さ。準
simplicity; plain	シンプルさ。平野
simply	単純に
simply; merely; only; solely	単純に；単に;のみ;もっぱら
simulate	シミュレートする
simulation	シミュレーション
simultaneous(ly); concurrent; same time; synchronous	同時に(ly);同時;同時に;同期
simultaneous; all at once	同時。全部一度に
simultaneously	同時に
sin	罪
sin / crime	罪/犯罪
since	以来
since; henceforth	それ以来;これからも
sincere	誠実な
sing	歌う
singer	歌手
singing	歌う
single	独身
single word	一言
singular (number)	単数（数字）
sink	シンク
sir	先生
sister	妹
sisters	姉妹
sit	座る
sit down	座る
site	サイト
site; point on a map	サイト;地図上の点
situated	位置する
situation	状況
situation; present state of affairs	状況;現状
six	6
six (counter)	6（カウンター）
six (things)	6つ（物）
six (used in legal documents)	6 (法的文書で使用)
six days	6日間
six days; sixth day of the month	6日間。毎月6日
six hundred	六百
six minutes	6分
six o'clock	6時
sixteen	16
sixth	6番目
sixty	六十
size	サイズ
skepticism	懐疑論
sketch	スケッチ
sketching; drawing from nature	スケッチ;自然から描く
ski	スキー
skiing	スキー
skill	スキル
skill; cleverness	スキル;賢さ
skilled	熟練した
skilled at	に熟練した
skillful	上手な
skillful; good at...	熟練した;上手い...
skillful; handy	熟練した;便利な
skin	皮膚
skin color	肌の色
skin; hide; leather; fur; pelt; bark; shell	皮膚。隠れる;レザー;毛皮;毛皮;吠える;シェル
skip	スキップする
skirt	スカート
skull	頭蓋骨
sky	空
sky blue	スカイブルー
sky; air	空。空気
slam	叩きつける
slap	平手打ち
slash	スラッシュ
slave	奴隷
slavery	奴隷制度
sleep	寝る
sleep-wear; nightclothes; pyjamas; nightgown; nightdress	寝間着。寝間着。パジャマ;ナイトガウン。ナイトドレス
sleeping in late	遅くまで寝ている
sleepy	眠い
sleeve	袖
sleight of hand; conjuring trick; magic; juggling	手品;魔法のトリック。魔法;ジャグリング
slice	スライス
sliced raw fish	切り身生魚
slide	スライド
sliding screen	襖
sliding storm door	スライド雨戸
slight	わずかな
slightly	わずかに
slip	スリップ
slogan	スローガン
slope	斜面
slope; hill	傾斜;丘
slot	スロット
slow	遅い
slow / late	遅い/遅い
slow; late	遅い;遅い
slowly	ゆっくりと
slowly / leisurely	ゆっくり/ゆっくり
slowly; leisurely; unhurriedly	ゆっくりと;のんびりと。急いで
slowly; little by little; gradually; steadily; quietly	ゆっくりと;少しずつ。徐々に;着実に;静かに
sly; cunning	ずるい。狡猾な
small	小さい
small bird	小鳥
small; fine	小さい;大丈夫
smart	賢い
smartly dressed; someone smartly dressed; fashion-conscious	きちんとした服装をしている。誰かがおしゃれに着飾っている。ファッションに敏感な
smartphone	スマートフォン
smash	スマッシュ
smell	匂い
smile	笑顔
smiling face	笑顔
smoke	煙
smoke; fumes	煙;煙
smoking	喫煙
smoky	煙っぽい
smoky; feeling awkward	煙っぽい。気まずい感じ
smooth	滑らかな
smoothly / quietly	スムーズに/静かに
smoothness; glassiness	滑らかさ。ガラス質
snack	おやつ
snack; sweets	おやつ。お菓子
snake	ヘビ
snap	スナップ
sneakers	スニーカー
snow	雪
snow storm	吹雪
snowy	雪の多い
so	それで
so / at that point	それで / その時点で
so / therefore	だから/だから
so to speak	いわば
so-called	いわゆる
so-so	まあまあ
so; therefore	それで;したがって
soak	浸す
soaked; dripping wet	びしょ濡れ。びしょ濡れ
soap	石鹸
soar	急上昇する
soba (buckwheat noodles)	そば
soba noodles	そば
soccer	サッカー
social	社会的
social issue	社会問題
social media	ソーシャルメディア
social position; social status	社会的地位。社会的地位
social science	社会科学
social sciences; humanities	社会科学。人文科学
socialist	社会主義者
society	社会
society; public	社会。公共の
society; the world; the times	社会。世界;時代
sock	靴下
socks	靴下
sofa	ソファ
soft	柔らかい
soft; tender; limp	柔らかい;入札;ぐったりしている
software	ソフトウェア
soil	土壌
soil / dirt	土/汚れ
soil / earth	土/土
solar	ソーラー
sold-out	売り切れ
soldier	兵士
soldier; sailor	兵士。船員
sole	ソール
solely	もっぱら
solicitor	弁護士
solid	固体
solid (body)	ソリッド（ボディ）
solid; firm; stout; burly; strong; sturdy	固体;固い;スタウト;たくましい;強い;頑丈な
solid; hard (esp. metal; stone); unpolished writing	固体;硬い（特に金属、石）。洗練されていない文章
solidarity	連帯
solo	ソロ
solution	解決策
solve	解決する
some	いくつかの
some time ago	少し前に
somebody	誰か
someday	いつか
somehow	どういうわけか
somehow or other; for some reason or another	どういうわけか。何らかの理由で
somehow; anyhow; one way or another	どういうわけか。とにかく;いずれにしても
someone	誰か
someone; somebody	誰か。誰か
something	何か
sometime	いつか
sometime; someday; one day; some time or other; the other day; in due course; in time	いつか;いつか;ある日;いつか。先日。やがて;時間内に
sometimes	時々
somewhat	ある程度
somewhere	どこかで
somewhere; anywhere; in some respects	どこかで。どこでも;いくつかの点で
son	息子
son (of others)	(他人の)息子
son-in-law	義理の息子
song	歌
song; ballad	歌。バラード
soon	すぐに
soon; before long; in a short time	すぐに;やがて;短時間で
sophisticated	洗練された
sore throat	喉の痛み
sorry	ごめんなさい
sorry for intruding	侵入してごめんなさい
sorry for the inconvenience	ご迷惑をおかけして申し訳ありません
sorry for the trouble	ごめんなさい
sorry for the wait	お待たせして申し訳ありません
sort	並べ替える
sorting; arrangement; adjustment; regulation	並べ替え。配置;調整;規制
soul	魂
sound	音
sound; note	音;メモ
sounds	音
soup	スープ
sour	酸っぱい
source	ソース
source; origin	ソース;起源
south	南
south and north	南と北
south pole; Antarctic	南極。南極
southern	南部の
souvenir	お土産
sovereignty	主権
sowing and reaping	種まきと収穫
soy sauce	醤油
spa; hot spring	スパ。温泉
spa; hot spring; onsen	スパ。温泉;温泉
space	スペース
space alien	宇宙人
space; interval; SPC	スペース。間隔; SPC
space; room; time; pause	スペース。部屋;時間;一時停止する
spacious; wide	広々とした;広い
spaghetti	スパゲッティ
spam	スパムメール
span	スパン
spare	予備
spark	スパーク
sparrow	スズメ
speak	話す
speaker	スピーカー
special	特別な
special sale	特別販売
special; unique	特別な;ユニークな
specialist	専門家
specialize	専門化する
specialized	専門化された
specially / on purpose	特別に/わざと
specialty / major	専門・専攻
species	種
specific	具体的な
specific; special; particular	具体的な;特別;特定の
specifically	具体的には
specification	仕様
specify	指定する
specimen	標本
spectacle	スペクタクル
spectacles; glasses	眼鏡。メガネ
spectacular	素晴らしい
spectator	観客
spectators; onlookers; members of the audience	観客。見物人。観客のメンバー
spectrum	スペクトル
speculate	推測する
speculation	推測
speech	スピーチ
speech; address	スピーチ。住所
speech; expression; wording	スピーチ。表現;言葉遣い
speed	速度
speed (per hour)	速度（毎時）
speed; velocity; rate	スピード;速度;率
speedy; express	迅速な;特急
spell	呪文
spelling	スペル
spend	費やす
spending	支出
sphere	球体
sphere; circle; range	球;丸;範囲
spice	スパイス
spicy	辛い
spicy / hot	辛い/辛い
spider	蜘蛛
spike	スパイク
spill	こぼれる
spin	スピン
spine	背骨
spirit	精神
spirit; character; trait; temperament; disposition	精神;キャラクター;特性;気質;気質
spirit; mood	精神;気分
spiritual	精神的な
spite	にもかかわらず
splendid; enough	素晴らしい;十分な
splendid; fine; handsome; elegant; imposing; prominent; legal; legitimate	素晴らしい;大丈夫;ハンサム;エレガント;堂々とした;目立つ;法律上の;合法的な
splendid; magnificent; beautiful; admirable	素晴らしい;壮大;美しい;立派な
split	分割
spoil	台無しにする
spoken	話された
spokesman	広報担当者
spokesperson	広報担当者
spokeswoman	広報担当者
sponsor	スポンサー
sponsorship	スポンサーシップ
spoon	スプーン
sport	スポーツ
sporting	スポーツ
sports	スポーツ
spot	スポット
spotlight	スポットライト
spouse	配偶者
spread	広がる
spring	春
spring; fountain	春。噴水
sprout	芽を出す
spy	スパイ
squad	分隊
square	正方形
squeeze	絞る
squid	イカ
squirrel	リス
stab	刺す
stability	安定性
stability; equilibrium	安定性。平衡
stabilize	安定させる
stable	安定した
stadium	スタジアム
staff	スタッフ
stage	ステージ
stage (theatre)	舞台（劇場）
stair	階段
stairs	階段
stake	賭け金
stalk	茎
stall	ストール
stamp	スタンプ
stamp; seal	スタンプ;シール
stance	スタンス
stand	立つ
stand; rack; table; support	立つ。ラック;テーブル;サポート
standard	標準
standard / criterion	標準/基準
standard; basis; criteria; norm	標準;基礎;基準;標準
standard; level	標準;レベル
standard; norm	標準;標準
standing	立っている
standpoint	立場
standpoint; position; situation	立場;位置;状況
star	スター
star (in the sky)	星（空に）
stare	見つめる
stark	厳しい
starry sky	星空
start	始める
start; commencement; beginning	始める;開始;始まり
starting point	出発点
starting with	から始まる
starve	餓死する
state	状態
state of affairs; situation; circumstances	情勢。状況;事情
state; country; nation	状態。国;国家
statement	声明
statement / expression	ステートメント/式
station	駅
station attendant	駅員
station staff	駅員
stationery	文房具
statistic	統計
statistical	統計的
statistics	統計
statue	彫像
status	ステータス
status; character; case	ステータス。キャラクター;ケース
statute	法令
stay	滞在する
stay; sojourn	滞在します。滞在する
steadily	着実に
steady	安定した
steal	盗む
steam	蒸気
steam train	蒸気機関車
steam; vapour	蒸気;蒸気
steamship	蒸気船
steel	スチール
steep	急な
steer	操縦する
stem	幹
step	ステップ
step; stair; flight of steps; grade; rank; level	ステップ;階段;一連のステップ。学年;ランク;レベル
stereotype	固定観念
stick	スティック
sticky	粘着性のある
sticky rice cake	もちもち
stiff	硬い
still	まだ
still (not yet)	まだ（まだ）
still more; still less (with neg. verb); to say nothing of; not to mention	まだまだです。まだ少ない（否定動詞付き）。言うまでもなく;言うまでもなく
still; as yet	まだ;まだ
stimulate	刺激する
stimulus	刺激
stimulus; impetus; incentive	刺激;推進力;インセンティブ
stingy; cheap	ケチ。安い
stipulate	規定する
stir	かき混ぜる
stock	在庫
stock (company)	株式（会社）
stock / inventory	在庫/在庫
stock / shares	株式/株式
stock-farming	畜産
stomach	胃
stomach (organ)	胃（臓器）
stomach / belly	お腹/お腹
stomachache	腹痛
stone	石
stone / rock	石/岩
stop	停止
stopper; cork; stopcock	ストッパー;コルク;活栓
stopping (e.g. train)	停車中（電車など）
storage	ストレージ
storage room	保管室
storage; preservation	保管;保存
store	店
store; shop	ストア;ショップ
storehouse; warehouse; godown	倉庫。倉庫;ゴーダウン
storm	嵐
storm / gale	嵐/強風
storm; tempest	嵐。嵐
story	物語
stove	ストーブ
straight	まっすぐ
straight (ahead); direct; upright	まっすぐ（前方）;直接;直立した
straight ahead	まっすぐ前へ
straight line	直線
straightforward	率直な
strain	ひずみ
strand	ストランド
strange	奇妙な
strange; funny; amusing; ridiculous	奇妙な;面白い;面白い;ばかばかしい
strange; queer; curious	奇妙な;奇妙な;好奇心旺盛
strange; unusual	奇妙な;珍しい
strangeness; abnormality; disorder	奇妙さ;異常;障害
stranger	見知らぬ人
strategic	戦略的
strategize	戦略を立てる
strategy	戦略
strawberries	イチゴ
strawberry	イチゴ
stream	ストリーム
stream; current	ストリーム;現在の
streamline	合理化する
street	通り
street / avenue	通り/大通り
street corner	街角
street stall	露店
strength	強さ
strength; power	強さ;力
strengthen	強化する
strengthen; intensify; reinforce; solidify	強化する。強化する。強化する。固まる
stress	ストレス
stress; pressure	ストレス。圧力
stressed	ストレスを感じた
stretch	ストレッチ
strict	厳格な
strict; close	厳格な;閉じる
strict; rigour; severe; firm	厳格な;厳格さ。厳しい;しっかりした
strictly	厳密に
strike	ストライキ
striking	印象的な
string	文字列
stringent	厳しい
strip	ストリップ
stripe	ストライプ
strive	努力する
stroke	脳卒中
strong	強い
strong feelings; deep emotion	強い感情。深い感情
strong-willed	意志の強い
strong; durable	強い;耐久性のある
strong; intense; severe	強い;激しい;厳しい
strongly	強く
structural	構造的な
structure	構造
structure; construction	構造。建設
struggle	闘争
stubborn	頑固な
stubborn; firm (not viscous or easily moved)	頑固な;しっかりしている（粘性がなく、簡単に動かない）
stubbornness; obstinacy	頑固さ。頑固さ
student	学生
student (college)	学生（大学生）
student (pupil)	学生（生徒）
student (school)	学生（学校）
studio	スタジオ
study	勉強する
study room; laboratory	研究室。研究室
study subject; course of study	研究対象。学習課程
study; diligence; discount; reduction	勉強する。勤勉;割引;削減
study; learning	勉強する。学習
studying abroad	留学
stuff	もの
stuffed animal (e.g., teddy bear)	動物のぬいぐるみ（テディベアなど）
stumble	つまずく
stun	気絶させる
stunning	素晴らしい
stupid	愚かな
style	スタイル
subject	件名
subject; contents; matter; substance; detail; import	件名;コンテンツ;案件;物質;詳細;インポート
subject; curriculum	件名;カリキュラム
subject; theme; task	件名;テーマ;タスク
subjective	主観的な
subjugation; conquest	征服;征服
submission	提出
submit	提出する
suborder; subfamily	下位。サブファミリー
subordinate	部下
subscriber	加入者
subscription	サブスクリプション
subscription; application	サブスクリプション;アプリケーション
subsequent	その後の
subsequently	その後
subsidy	補助金
substance	物質
substantial	かなりの
substantially	実質的に
substantiate	実証する
substitute	代用
substitute; alternate	代替品。代替
substitution	置換
subtle	微妙な
subtract; give a demerit	差し引く。デメリットを与える
subtraction	引き算
suburb	郊外
suburban	郊外
suburbs	郊外
suburbs; outskirts	郊外。郊外
subway	地下鉄
subway / metro	地下鉄/地下鉄
succeed	成功する
success	成功
success; hit	成功;ヒット
success; passing (e.g. exam); eligibility	成功;合格（試験など）。資格
successful	成功した
successfully	無事に
succession	相続
succession; inheritance	相続。継承
successive	連続した
successively; one after another	引き続き;次々に
successor	後継者
such	そのような
such ...; that kind of ...	そんな…;そのような...
such and such; What?	あれこれ。何？
suck	吸う
sudden	突然
sudden increase	突然の増加
sudden; abrupt; unexpected; improvised; offhand	突然;突然;予想外の;即興で。勝手に
sudden; precipitous; radical	突然;急峻な;ラジカル
suddenly	突然
suddenly (occur to)	突然（起こる）
sue	訴える
suffer	苦しむ
suffering	苦しみ
sufficient	十分な
sufficiently	十分に
sugar	砂糖
suggest	提案する
suggestion	提案
suicide	自殺
suit	スーツ
suitability	適合性
suitable	適切な
suitable; fair; tolerable; proper	適切な;公平;耐えられる;適切な
suitcase	スーツケース
suite	スイート
sum	合計
sum total; total amount	合計。合計金額
summarize	要約する
summary	概要
summer	夏
summer holiday	夏休み
summit	サミット
sumo grand champion	大相撲のチャンピオン
sumo wrestling	相撲
sun	太陽
sun; solar	太陽。ソーラー
sun; sunshine; day	太陽。サンシャイン;日
sunlight	日光
sunlight; rays of the sun	日光。太陽の光
sunny	晴れた
sunny then rain	晴れのち雨
sunny weather	晴れた天気
sunrise	日の出
sunset	日没
sunshine	日差し
super	スーパー
superb	すばらしい
superfluous	余計な
superior	優れた
superior(s); senior	上司;先輩
superiority; excellence	優位性。卓越性
superiority; first class; very good	優位性。ファーストクラス;とても良い
supermarket	スーパーマーケット
superstition	迷信
supervise	監督する
supervision	監督
supervision; control; superintendence	監督;コントロール;監督
supervisor	監督者
supplement	補足
supplier	サプライヤー
supply	供給
supply; provision	供給;規定
support	サポート
supporter	サポーター
supportive	協力的な
suppose	推測する
supposedly	おそらく
supposition	仮定
suppress	抑制する
supreme	至高の
sure	確かに
sure enough; as usual	確かに;いつものように
surely	確かに
surely not	確かにそうではありません
surface	表面
surface mail (ship)	船便（船）
surface; outside; face; appearance	表面。外;顔;外観
surfing	サーフィン
surge	急上昇
surgeon	外科医
surgery	手術
surgical	外科用
surgical department	外科
surgical operation	外科手術
surmise	推測する
surname; family name	姓。姓
surplus	余剰
surplus; composure; margin; room; time; allowance; scope; rope	余剰;落ち着き;マージン;部屋;時間;手当;範囲;ロープ
surprise	驚き
surprise; astonishment; wonder	驚き。驚き;不思議
surprised	驚いた
surprising	驚くべき
surprisingly	驚くべきことに
surrender	降伏する
surround	サラウンド
surrounded by enemies	敵に囲まれて
surrounding	周囲の
surroundings	周囲
surroundings / area	周囲/エリア
surroundings; circumference; environs	周囲。周;周辺
surveillance	監視
survey	調査
survival	生存
survival of the fittest	適者生存
survive	生き残る
survivor	生存者
sushi	寿司
suspect	容疑者
suspend	中断する
suspension	サスペンション
suspension; interruption; stoppage; ban	サスペンション。中断;停止;禁止
suspension; interruption; stoppage; tie-up; cessation	サスペンション。中断;停止;協力;中止
suspension; stoppage; discontinuance; interruption	サスペンション。停止;中止;中断
suspicion	疑惑
suspicious	疑わしい
suspicious; dubious; doubtful	疑わしい。疑わしい;疑わしい
sustain	維持する
sustainability	持続可能性
sustainable	持続可能な
swallow	飲み込む
swear	誓う
sweat shirt	スウェットシャツ
sweat; perspiration	汗をかく。汗
sweater	セーター
sweep	スイープ
sweeping all at once	一気に掃除する
sweet	甘い
sweet flavour; mildness; flattery; stupidity	甘い風味。温和さ。世辞;愚かさ
sweets / snack	お菓子・おやつ
sweets; candy	お菓子。キャンディー
swim	泳ぐ
swimming	水泳
swimming pool	スイミングプール
swimsuit	水着
swing	スイング
swinging between joy and worry	喜びと不安の間で揺れ動く
swirl	渦巻く
switch	スイッチ
switching over to	に切り替える
sword	剣
sword; saber; knife; engraving tool	剣。サーベル;ナイフ;彫刻ツール
symbol	シンボル
symbol; code	シンボル;コード
symbolic	象徴的な
sympathetic	同情的な
sympathy	同情
sympathy; response	同情。応答
symptom	症状
symptoms; condition	症状;状態
syndrome	症候群
synthesis	合成
synthesize	合成する
synthetic fibres	合成繊維
system	システム
system / framework	システム/フレームワーク
system; family line; geological formation	システム。家系。地層
system; institution; organization	システム。機関;組織
system; lineage; group	システム。系統;グループ
system; organization	システム。組織
systematic	体系的な
t-shirt	Tシャツ
tabi; Japanese socks (with split toe)	足袋。日本製靴下（つま先割れ）
table	テーブル
table (e.g. Tab 1); chart; list	表 (例: タブ 1);チャート;リスト
table of contents	目次
table salt	食卓塩
table with heater; (orig) charcoal brazier in a floor well	ヒーター付きテーブル。 (オリジナル) 床井戸の炭火鉢
tablet	タブレット
tableware	食器
taboo; forbidden thing	タブー。禁じられたもの
tackle	タックル
tactic	戦術
tactical	戦術的な
tag	タグ
tail	尻尾
take	取る
take after	後に取る
take care	気をつけて
take care (said to leaver)	気をつけて（去っていく人に言われた）
take care (said to someone sick)	気をつけてください（病気の人に言う）
take care (to a sick person)	（病気の人に）気をつけてください
take off	脱ぐ
taking a train; entraining	電車に乗る。同調する
taking an examination	試験を受ける
takoyaki	たこ焼き
tale	物語
tale; story; legend	物語。話;伝説
talent	才能
talent; ability	才能;能力
talented	才能のある
talk	話す
talk / story	話/物語
talk; story	話す。物語
tall	背が高い
tall; expensive	背が高い。高価な
tangible	有形の
tank	タンク
tap	タップ
tape	テープ
target	ターゲット
target; object (of worship; study; etc); subject (of taxation; etc)	ターゲット; （礼拝、研究などの）目的。 （税金などの）主題
tariff	料金表
task	タスク
task / work	タスク/仕事
taste	味
tastes bad	味が悪い
tastes good, delicious	おいしい、おいしい
tatami room	畳の部屋
tax	税金
tax exemption; duty exemption	免税。免税
tax; duty	税金。義務
taxation	課税
taxi	タクシー
taxpayer	納税者
tea	お茶
tea (black tea)	お茶（紅茶）
tea drinking; tea house	お茶を飲む。茶屋
teach	教える
teacher	先生
teacher (classroom)	先生（教室）
teacher (profession)	教師（職業）
teacher; Professor ...	先生。教授…
teacher; doctor	先生。医者
teaching	教える
teaching certificate; the teaching profession	教員免許状。教職
teaching materials	教材
teaching staff	教職員
teaching; instruction; professor	教えること。命令;教授
teachings; precept; lesson; doctrine	教え;戒め;レッスン;教義
teacup	ティーカップ
team	チーム
tear	涙
tease; prank; trick; practical joke; mischief	からかう;いたずら;トリック;悪ふざけ。いたずら
technical	技術的な
technical skill; ability; capacity	技術的スキル。能力;容量
technique	テクニック
technological	技術的な
technology	テクノロジー
tedium; boredom	退屈;退屈
teenage	十代の
teenager	ティーンエイジャー
teens	十代の若者たち
teeth brushing	歯磨き
telegram	電報
telepathy / mutual understanding	テレパシー/相互理解
telephone	電話
telephone pole; telegraph pole; lightpole	電柱。電信柱。電柱
telescope	望遠鏡
television	テレビ
television or radio program	テレビまたはラジオ番組
tell	伝える
temperate zone	温帯
temperature	温度
temperature (air)	温度（空気）
temperature (body)	体温（体温）
temperature (weather)	気温（天気）
temple	寺院
temple (Buddhist)	寺院（仏教）
temporarily	一時的に
temporary	一時的な
temporary absence from school; suspension	学校を一時欠席する。サスペンション
temporary; special; extraordinary	一時的な;特別;異常な
tempt	誘惑する
tempura	天ぷら
ten	10
ten (counter)	テン（カウンター）
ten (things)	十（物）
ten days	十日
ten days; the tenth day	十日。 10日目
ten minutes	10分
ten o'clock	10時
ten thousand	万
tenant	テナント
tend	傾向がある
tendency	傾向
tendency; trend; inclination	傾向;傾向;傾き
tender	入札
tennis	テニス
tension	緊張
tension; mental strain; nervousness	緊張;精神的緊張。緊張
tent	テント
tentative; provisional	暫定的な;暫定的な
tenth	10番目
tenuous	希薄な
tenure	在職期間
term	期間
term (school)	学期（学校）
term; period	用語;期間
term; terminology	用語;用語集
terminal	端子
terminate	終了する
terminus; last stop (e.g train)	終点。終点（電車など）
terms	条件
terrain	地形
terrible	ひどい
terrible; dreadful	ひどい;恐ろしい
terribly	ひどく
terrific	素晴らしい
terrify	怖がらせる
territory	領土
terror	テロ
terrorism	テロ
terrorist	テロリスト
test	テスト
test / exam	テスト/試験
testify	証言する
testimony	証言
testing	テスト
testing; scrutiny; careful investigation	テスト;精査;慎重な調査
text	テキスト
text / writing	テキスト/ライティング
text book	教科書
textbook	教科書
texture	テクスチャ
than	よりも
thank	ありがとう
thank you	ありがとう
thank you for the meal	ごちそうさまでした
thank you very much	ありがとうございます
thankfully	ありがたいことに
thanks	ありがとう
thanks (casual)	ありがとう（カジュアル）
thanks / hi (casual)	ありがとう / こんにちは (カジュアル)
thanks for the meal	ごちそうさまでした
thanks to ...	...のおかげで
thanks to you / I'm fine (reply)	ありがとう / 私は大丈夫です (返信)
thanks; gratitude	ありがとう。感謝の気持ち
that	それ
that ...	それは...
that ... (over there)	それは... (あそこ)
that is correct (very polite)	それは正しいです（とても丁寧です）
that one	あれ
that one (over there)	あれ（あそこ）
that one over there	あそこのあれ
that one; Italy	それは;イタリア
that over there	そこのあれ
that very day	まさにその日
that way / you	あちらへ / あなた
that's enough	それで十分です
that's fine / no thanks	それでいいです/いいえ、ありがとう
that's good / a relief	それは良かった/安心した
the	の
the Earth	地球
the Japanese syllabary	日本語の五十音
the aged; old person	高齢者。老人
the beginning	始まり
the bill, please	請求書をください
the body	体
the crux of the matter	問題の核心
the day after tomorrow	明後日
the day before yesterday	一昨日
the deceased; old friend	故人。古い友人
the earth	地球
the earth / land	地球/土地
the end	終わり
the end of; powder	の終わり;粉
the end; the extremity; the limit(s); the result	終わり。四肢。制限;結果
the foot; the bottom; the base (of a mountain)	足。底部。 （山の）ふもと
the former	前者
the front	正面
the front; honesty	正面。正直さ
